Employers who were issued a negative Labour Market Impact Assessment (LMIA) by National Occupational Classification (NOC) 2011 and business location in 2016,,,, 
Province/Territory,Employer,Address,Occupations under NOC 2011,Positions requested 
,Macdonald Commercial Real Estate Services Ltd,"Vancouver, BC V6J 1P5",1224-Property administrators,1
,MADE IN INDIA RESTAURANT INC.,"Kelowna, BC V1W 3P6",6322-Cooks,2
,Madeline (West Vancouver) Investments Ltd.,"Vancouver, BC V5X 0B2",6322-Cooks,1
,Mander Bros. Enterprises Ltd.,"Surrey, BC V3V 4G6",7511-Transport truck drivers,6
,Manjong Foods Ltd.,"Sechelt, BC V0N 3A3",6322-Cooks,1
,Mann Construction Group Canada Ltd.,"Surrey, BC V3W 4G1","0124-Advertising, marketing and public relations managers",1
,Manna Bakery Ltd.,"Coquitlam, BC V3J 3H9",6311-Food service supervisors,1
,Mark Farms Ltd.,"Vancouver, BC V5Z 2M9","0016-Senior managers - construction, transportation, production and utilities",1
,Mars Enterprises Ltd.,"New Westminster, BC V3M 0G3",6211-Retail sales supervisors,1
,Marval Properties Ltd,"Fraser Lake, BC V0J 1S0",6311-Food service supervisors,1
,Masuda Holdings Ltd,"Vancouver, BC V5Z 4C2",6311-Food service supervisors,1
,Maurya's Enterprises Ltd.,"Kamoops, BC V2C 1Z4",0631-Restaurant and food service managers,1
,Mauve Hair & Beauty Ltd,"Richmond, BC V6Y 4M8",6341-Hairstylists and barbers,1
,Maximizer Software Inc.,"Vancouver, BC V5Y 3T2",2175-Web designers and developers,4
,MBS Enterprises Ltd.,"Maple Ridge, BC V2X 7X7",0112-Human resources managers,1
,McKenzie Cook Letting Ltd.,"Vancouver, BC V6B 2Z4","1123-Professional occupations in advertising, marketing and public relations",2
,Meadow Ridge Centre for Child Care,"Maple Ridge, BC V2X 2R8",4214-Early childhood educators and assistants,1
,Medione Naturopathy Inc,"Vancouver, BC V6A 1T1","0014-Senior managers - health, education, social and community services and membership organizations",2
,,,1243-Medical administrative assistants,1
,"Mega Japanese Restaurant Ltd., dba Mega Sushi Japanese Restaurant","Richmond, BC V7E 2Y4",6322-Cooks,1
,Memsaab Collections Inc.,"Surrey, BC V3S 1P9",6211-Retail sales supervisors,1
,Mercana Furniture & Decor Ltd.,"Surrey, BC V3Z 1A7",2252-Industrial designers,1
,Metia Canada Ltd.,"Vancouver, BC V6B 2Z4","0013-Senior managers - financial, communications and other business services",1
,Metro Roofing & Sheet Metal Ltd.,"Langley, BC V1M 3X8",7291-Roofers and shinglers,7
,Metta3 Rest Spa Ltd,"Vancouver, BC V6R 2B8","0513-Recreation, sports and fitness program and service directors",1
,Michael J. Kopetski Excavating Ltd.,"Quesnel, BC V2J 6V1",7511-Transport truck drivers,1
,Micky's Investments (coq) Ltd.,"Surrey, BC V4N 0V7",6322-Cooks,3
,MICOB Enterprises Ltd,"Mackenzie, BC V0J 2C0",6211-Retail sales supervisors,1
,Milestone Logistics Ltd,"Surrey, BC V3W 2W6",7511-Transport truck drivers,3
,Milo Enterprises Inc.,"Vancouver, BC V6P 6T7","0124-Advertising, marketing and public relations managers",1
,Minghua Holdings Ltd.,"Vancouver, BC V6P 6G5",0621-Retail and wholesale trade managers,1
,Minoru Performing Arts Inc.,"Richmond, BC V6X 2B1","5254-Program leaders and instructors in recreation, sport and fitness",1
,Mint Auto Body Ltd.,"Burnaby, BC V5J 4V4",7322-Motor vehicle body repairers,1
,Mirae Education Consulting Inc.,"North Vancouver, BC V7P 1M6","0651-Managers in customer and personal services, n.e.c.",1
,Mirage Banquet Hall Ltd.,"Surrey, BC V3S 1Z2",6322-Cooks,1
,Mirak Foods Ltd.,"North Vancouver, BC V7M 1V9",6311-Food service supervisors,2
,Mirch Masala Restaurant Inc,"Delta, BC V4C 6S3",6322-Cooks,1
,Mission Kits Limited,"Vancouver, BC V6J 1M9",0631-Restaurant and food service managers,1
,MJI Contracting Inc,"Kelowna, BC V1V 2L9",7271-Carpenters,1
,MK Art Technology Inc,"Vancouver, BC V6B 2E2",0213-Computer and information systems managers,1
,Moly Cop Canada,"Kamloops, BC V2C 6B7",2141-Industrial and manufacturing engineers,1
,Mon Thong Thai Restaurant (OP) Ltd.,"Kelowna, BC V1Y 9N6",6322-Cooks,1
,Monague Native Crafts Ltd.,"Mission, BC V2V 4J3",5241-Graphic designers and illustrators,1
,Morning Sun Enterprises Ltd,"Port Coquitlam, BC V3C 3B2",6322-Cooks,1
,Mortise Construction Ltd.,"Surrey, BC V3W 3A6",1523-Production logistics co-ordinators,1
,Motor-Way Truck & Trailer Repair Ltd.,"Delta, BC V4C 3G7",7312-Heavy-duty equipment mechanics,1
,Mountainside Painting Ltd.,"North Vancouver, BC V7J 3C1",7294-Painters and decorators (except interior decorators),1
,Mr. Shims Sushi Restaurant Ltd.,"Prince George, BC V2K 3A4",6311-Food service supervisors,1
,,,6322-Cooks,1
,Mukhtiar Growers Ltd,"Abbotsford, BC V2T 6C8",8431-General farm workers,2
,Munn Enterprises Ltd,"Surrey, BC V3X 3C6",1311-Accounting technicians and bookkeepers,2
,"My Shanti by Vikram Vij, Inc.","Surrey, BC V3S 2J6",6322-Cooks,1
,Myung Hee Chung o/a Nikko Sushi,"Langley, BC V3A 4H6",6322-Cooks,1
,N & H Contracting Ltd.,"Kamloops, BC V2C 6G2",7271-Carpenters,1
,Nakamura Shokudou Marketing Corp.,"Kelowna, BC V1Y 1P6",6322-Cooks,2
,Namaskar Restaurant Ltd.,"Surrey, BC V3W 4C9",6322-Cooks,2
,National Truck Centre Inc.,"Langley, BC V1M 4B9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,Natural Nails Ltd,"Surrey, BC V3S 4G8","6562-Estheticians, electrologists and related occupations",1
,Natural Pastures Cheese Company Ltd,"Courtenay, BC V9N 2Z7","9213-Supervisors, food, beverage and associated products processing",1
,Navash Development Inc.,"Vancouver, BC V5M 2B8",6311-Food service supervisors,1
,Neigah Custom Homes Ltd.,"Surrey, BC V3W 5K1",7271-Carpenters,2
,New Concept Education Inc,"Richmond, BC V6X 4G4",4031-Secondary school teachers,1
,New Country Appliances Inc.,"Surrey, BC V3W 0A8",1221-Administrative officers,1
,New Generation Concrete Ltd.,"Burnaby, BC V5G 1N8",7611-Construction trades helpers and labourers,1
,New Life Community Church,"Burnaby, BC V3N 4G9",4154-Professional occupations in religion,1
,New Longre English Education Inc.,"Richmond, BC V6X 0J8",1122-Professional occupations in business management consulting,1
,New One Dining Ltd.,"Vancouver, BC V6Z 2H1",6311-Food service supervisors,1
,,,6322-Cooks,2
,New World Roofing Ltd.,"Surrey, BC V4N 0A9",7291-Roofers and shinglers,1
,Newville Drywall Ltd.,"Surrey, BC V3Y 1V5","7284-Plasterers, drywall installers and finishers and lathers",1
,Newway Concrete Forming Ltd,"Burnaby, BC V5C 3V9",7271-Carpenters,7
,Nexgen Electrical Ltd.,"Surrey, BC V3W 3G8",1241-Administrative assistants,1
,,,7241-Electricians (except industrial and power system),2
,Nice Rice Ltd. dba T.E.O Korean Restaurant,"Port Coquitlam, BC V3B 1B4",6322-Cooks,1
,Nicli Antica Pizzeria Inc,"Vancouver, BC V6A 1K2",6322-Cooks,1
,Nk'Mip Vineyards LLP,"Oliver, BC V0H 1T2",8431-General farm workers,12
,Noah's Arc Construction Ltd,"Burnaby, BC V5E 1H5",7282-Concrete finishers,1
,Noaisys Immigration Inc,"Delta, BC V4E 1Z7",1223-Human resources and recruitment officers,1
,Nodaji Enterprises Ltd,"West Vancouver, BC V7V 1J4",6311-Food service supervisors,1
,Noma Sushi Enterprises Ltd.,"Langley, BC V2Y 0L7",6322-Cooks,1
,North American Seafood Inc,"Vancouver, BC V6A 1M4",0621-Retail and wholesale trade managers,1
,North Aspect Enterprises DBA Mount Currie Coffee Co.,"Pemberton, BC V0N 2L0",0631-Restaurant and food service managers,1
,North Road Trading Ltd,"Richmond, BC V6X 4C4",6311-Food service supervisors,1
,,,6322-Cooks,1
,Northstar Janitorial Services Ltd.,"Prince George, BC V2N 6Z8",6315-Cleaning supervisors,1
,Novalink Logistics Inc,"Richmond, BC V6V 1N3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,NSCNC Manufacturing LTD.,"Port Coquitlam, BC V3C 6M2",2233-Industrial engineering and manufacturing technologists and technicians,1
,O'Brien & Fuerst Logging Ltd.,"Port Clements, BC V0T 1R0",7312-Heavy-duty equipment mechanics,2
,Ocean Cove Services Ltd  DBA Cafe TrafiQ,"Vancouver, BC V5T 1H3",6311-Food service supervisors,1
,Ocean Fruit Inc.,"Kelowna, BC V1W 4A5",8431-General farm workers,1
,Oceania Pacific Feight Inc.,"Surrey, BC V3X 2J2",7511-Transport truck drivers,3
,Odyssey Ventures Ltd.,"Oliver, BC V0H 1T1",8432-Nursery and greenhouse workers,8
,Ofer Mizrahi Diamonds of Canada Limited,"Vancouver, BC V6Z 1G3",0621-Retail and wholesale trade managers,2
,OJUS Healthcare Ltd,"Surrey, BC V3W 3A6","5254-Program leaders and instructors in recreation, sport and fitness",1
,Old Spaghetti Factory Banff Ltd,"Vancouver, BC V6B 1A1","6711-Food counter attendants, kitchen helpers and related support occupations",2
,Old Xian-Chin Foods Ltd.,"Richmond, BC V7C 2B5",6321-Chefs,2
,Oldfield Orchard & Bakery 2013,"Saanichton, BC V8M 1X7",8431-General farm workers,6
,Omni Coating Ltd,"Vancouver, BC V5Z 1B8",7282-Concrete finishers,1
,On The Waterfront Enterprises Inc.,"Vancouver, BC V6G 3G1",6332-Bakers,1
,Onkar Framing & Construction Ltd.,"Vancouver, BC V5P 4L6",7271-Carpenters,4
,Ono's Sushi Ltd,"Abbotsford, BC V2T 0C5",6322-Cooks,1
,OpenGate Health Ltd.,"Surrey, BC V3T 2W1",3131-Pharmacists,1
,Osaka Today Japanese Restaurant Ltd,"Richmond, BC V7C 5K1",6311-Food service supervisors,1
,Overwaitea Food Group Ltd Partnership,"Langley, BC V1M 3B6",3131-Pharmacists,1
,Owl Pub & Liquor Store,"Osoyoos, BC V0H 1V7",0631-Restaurant and food service managers,1
,P&M Masonry & Construction Ltd.,"Surrey, BC V3V 2C9",1311-Accounting technicians and bookkeepers,1
,,,"7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,PAB Transportation Corp.,"Kamloops, BC V2B 0A7",2281-Computer network technicians,1
,Pabla Sweets & Restaurant Inc.,"Richmond, BC V6X 2T9",6322-Cooks,1
,Pacific Mechanical Systems Ltd.,"Burnaby, BC V5J 4R9",7251-Plumbers,1
,Pacific Oral Health Society,"Surrey, BC V3S 0G1",0311-Managers in health care,1
,Pacific Rim Aviation Academy Inc.,"Pitt Meadows, BC V3Y 2B4","2271-Air pilots, flight engineers and flying instructors",1
,Pacific Ropes Contracting Ltd.,"Richmond, BC V7A 4V4",0421-Administrators - post-secondary education and vocational training,1
,Pacific Valley Produce Ltd,"Aldergrove, BC V4W 2Z6",8611-Harvesting labourers,18
,Pacific West Perennial Growers Ltd,"Langley, BC V2Y 2M8",8432-Nursery and greenhouse workers,5
,Pak & Ho Holdings Ltd,"Vancouver, BC V6E 1A5",6322-Cooks,1
,,,6513-Food and beverage servers,1
,Palace Enterprises Ltd.,"Kamloops, BC V2B 8R9",6311-Food service supervisors,2
,PALS Autism School Society,"Vancouver, BC V5K 2B2",4215-Instructors of persons with disabilities,1
,Pamia Construction Ltd.,"Surrey, BC V3W 1R1",7271-Carpenters,2
,Pan Pacific Platinum Real Estate Service Inc.,"Richmond, BC V6X 1X5",1311-Accounting technicians and bookkeepers,1
,Papa Plumbing & Heating Ltd.,"Surrey, BC V3W 0L7",1241-Administrative assistants,1
,Param Landscaping & Fencing Ltd.,"Vancouver, BC V5P 2Z1",2225-Landscape and horticulture technicians and specialists,1
,,,8612-Landscaping and grounds maintenance labourers,1
,Paramount Expo Inc.,"Surrey, BC V3W 0W1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,Parani Enterprises Ltd.,"Chilliwack, BC V2R 3N2",6322-Cooks,1
,Park Seong Bea Enterprise Ltd,"Victoria, BC V8T 2C4",6322-Cooks,1
,Passion Sports Inc,"Victoria, BC V8T 4N8","7303-Supervisors, printing and related occupations",1
,PayByPhone Technologies Inc.,"Vancouver, BC V6B 2S2",2175-Web designers and developers,1
,Peace Educational Services Corp,"Kamloops, BC V1S 1K7",4214-Early childhood educators and assistants,1
,Peach Hill Farm,"Osoyoos, BC V0H 1V2",8431-General farm workers,3
,"Pell Builder, Inc.","Langley, BC V3Z 1E3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,Pembo Foods Inc.,"New Westminster, BC V3M 5X2",6322-Cooks,1
,Penguin Enterprises Ltd. dba North Vancouver Hotel,"North Vancouver, BC V7P 3B6",0632-Accommodation service managers,1
,PI Financial Corp./Pacific International Securities Inc.,"Vancouver, BC V6C 3N1",1241-Administrative assistants,1
,Picture This Today 3D Inc,"Victoria, BC V8Z 7X8",5241-Graphic designers and illustrators,1
,Pijjon Enterprises Inc.,"Port Moody, BC V3H 4V8","7284-Plasterers, drywall installers and finishers and lathers",2
,Planet Express Transport Ltd,"Surrey, BC V3W 2N5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,PM Woodkraft Ltd.,"Surrey, BC V3W 0T7",1311-Accounting technicians and bookkeepers,1
,PNY Enterprises Inc.,"Surrey, BC V3W 2C3",0621-Retail and wholesale trade managers,1
,Polonia Sausage House Ltd.,"Vancouver, BC V5K 1Z1",0621-Retail and wholesale trade managers,1
,Popular Railing and Awnings Ltd.,"Surrey, BC V3V 6N2","7201-Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1
,Port Hardy Hotel Resort Ltd,"Richmond, BC V6X 1S1","1123-Professional occupations in advertising, marketing and public relations",1
,Pour House Food and Beverage Ltd.,"Vancouver, BC V6B 1B2",6321-Chefs,1
,Power Frost AC & Heating Ltd.,"Surrey, BC V3R 8B2",7313-Refrigeration and air conditioning mechanics,3
,Prime Health Ltd.,"Port Coquitlam, BC V3C 6N9",6222-Retail and wholesale buyers,1
,Prins Countertops Ltd.,"Abbotsford, BC V4X 2G4","9211-Supervisors, mineral and metal processing",1
,Professional Quality Construction Services Ltd,"Surrey, BC V3S 2C5",6731-Light duty cleaners,5
,Providence Health Care,"Vancouver, BC V6Z 1Y6",3012-Registered nurses and registered psychiatric nurses,1
,PT Farm Market Ltd,"Oliver, BC V0H 1T1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,Punjabi Patrika Media Ltd,"Abbotsford, BC V2S 2J5",5241-Graphic designers and illustrators,1
,Pure Indian Sweets & Snacks Ltd.,"Delta, BC V4G 0A4",6322-Cooks,2
,Pure Innovations Ltd.,"Vancouver, BC V6E 2J3",6322-Cooks,1
,Purple Springs Nursery,"Armstrong, BC V0E 1B4",8432-Nursery and greenhouse workers,10
,Q Spot Restaurant Ltd,"Fort St. John, BC V1J 2T1",6311-Food service supervisors,1
,Quails' Gate Estate Winery Ltd,"West Kelowna, BC V1Z 2H3",8431-General farm workers,12
,Quick Cut North America Corp.,"Richmond, BC V6X 3X2",6341-Hairstylists and barbers,1
,Quik's Farm Ltd,"Chilliwack, BC V4Z 0A6",8432-Nursery and greenhouse workers,15
,Quorum Designs International Men's Fashion Ltd.,"Vancouver, BC V6B 1Z5","5245-Patternmakers - textile, leather and fur products",1
,R & D Developments Ltd,"Golden, BC V0A 1H1","6313-Accommodation, travel, tourism and related services supervisors",1
,R & T Bottle Depot Ltd,"Abbotsford, BC V2T 4C6",6211-Retail sales supervisors,1
,R & W Woodwork and Kitchen Cabinet Inc.,"Burnaby, BC V5J 5A4",7272-Cabinetmakers,1
,R&R B.C Services Ltd.,"Abbotsford, BC V2T 2S6",7511-Transport truck drivers,2
,R.A. Malatest & Associates Ltd,"Victoria, BC V8W 1P4",2174-Computer programmers and interactive media developers,2
,R.J.L Holdings Ltd.,"Fort St. John, BC V1J 3Y2",6311-Food service supervisors,1
,,,6322-Cooks,1
,Rabab Indian Restaurant Ltd,"Mission, BC V2V 0C5",6322-Cooks,3
,Rahelu Plumbing and Heating Ltd,"Surrey, BC V3W 0A6",6221-Technical sales specialists - wholesale trade,1
,Rai Express Lines Ltd.,"Surrey, BC V3S 0L5",7511-Transport truck drivers,7
,Raicor Contracting Ltd.,"Coquitlam, BC V3K 6W9","7284-Plasterers, drywall installers and finishers and lathers",2
,Rainbow Greenhouses Inc,"Chilliwack, BC V2R 4L6",0822-Managers in horticulture,2
,Rama Sweets & Restaurant Ltd,"Surrey, BC V3W 3M8",6322-Cooks,2
,Rana Catering Services Ltd.,"Surrey, BC V3S 0Y9",6322-Cooks,1
,Ravi Hair Salon Limited,"Surrey, BC V3W 9Y4","6562-Estheticians, electrologists and related occupations",2
,RB Gill Contracting Ltd,"Surrey, BC V3V 5G2",7271-Carpenters,2
,Reachers Hospitality Corp,"Vancouver, BC V5Z 1J9",6322-Cooks,1
,Reddot Biotech Inc,"Kelowna, BC V1W 4V3",0601-Corporate sales managers,1
,Redlen Technologies Inc,"Saanichton, BC V8M 0A5",2133-Electrical and electronics engineers,1
,Regal Barbers Inc,"Vancouver, BC V6Z 2S1",6341-Hairstylists and barbers,2
,Renov8t.com Construction Inc.,"Richmond, BC V6W 1C7",7251-Plumbers,1
,RevenueWire Inc.,"Victoria, BC V8P 3H8",0601-Corporate sales managers,1
,RHD Farm Labour Contractor Ltd.,"Surrey, BC V3V 6H6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,Rhee Ga 0808 Holdings Ltd,"Rosedale, BC V0X 1X0",6211-Retail sales supervisors,1
,Richmond Chinese Alliance Church,"Richmond, BC V7E 1S2",4154-Professional occupations in religion,1
,Richmond Country Farms Ltd.,"Richmond, BC V6W 1A3",7241-Electricians (except industrial and power system),1
,Rick Antunes Orchards,"Oliver, BC V0H 1T1",8431-General farm workers,1
,Rigid Robotics Inc.,"Vancouver, BC V5X 0B1",2173-Software engineers and designers,1
,Rising Star Learning Ltd.,"Burnaby, BC V5H 1Y9",4214-Early childhood educators and assistants,1
,River Valley Orchards Ltd,"Cawston, BC V0X 1C3",8431-General farm workers,19
,Riverside Signature Banquet Hall Ltd,"Richmond, BC V6V 1L4","1212-Supervisors, finance and insurance office workers",1
,RK Fresh Fruit & Garden Centre Ltd,"Grand Forks, BC V0H 1H5",8431-General farm workers,6
,RMJ Holdings Ltd dba Cor's 2 For 1 Pizza,"Abbotsford, BC V3G 0B4",6322-Cooks,1
,Road Run Truck Repairs Ltd,"Surrey, BC V3V 5R6",7237-Welders and related machine operators,1
,"Robert Laurin Holdings Ltd, dba Arby's","Kelowna, BC V1Y 8P8",6311-Food service supervisors,1
,Rockpit Vineyards Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,4
,Rocky Inn Ltd.,"Valemount, BC V0E 2Z0",6315-Cleaning supervisors,1
,Rogerio Duarte Mountain Sound and Custom Integration,"Squamish, BC V8B 0N7",2242-Electronic service technicians (household and business equipment),1
,Roop Electric Co. Ltd.,"Vancouver, BC V5X 1W8",7241-Electricians (except industrial and power system),1
,Roosen Fuel Oils Ltd.,"Garden Bay, BC V0N 1S1",8432-Nursery and greenhouse workers,2
,Rosemary Holdings Ltd,"Osoyoos, BC V0H 1V2",8431-General farm workers,1
,Ross Land Mushroom Farm Ltd.,"Abbotsford, BC V4X 1M6","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",11
,,,8431-General farm workers,35
,Rotho Blaas Canada Construction Products Inc.,"Delta, BC V4C 8E7",0601-Corporate sales managers,1
,Royal Wood Railing Ltd.,"Surrey, BC V3W 2L5",7271-Carpenters,2
,Royal Zayka Cuisine of India,"Powerll River, BC V8A 4K6",6322-Cooks,1
,RUMAN HOLDINGS LTD,"Surrey, BC V3T 2W5",6311-Food service supervisors,3
,S&J Moxon Physiotherapist Corporation,"Dawson Creek, BC V1G 4V8",3142-Physiotherapists,1
,S&K NG Enterprises Ltd dba New Town Bakery & Restaurant,"Vancouver, BC V6A 1T3",6322-Cooks,3
,S&S Westcoast Floors & Floors Ltd,"Surrey, BC V3W 1L3",6211-Retail sales supervisors,1
